vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,cwe,cpe,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2017-7987,11/14/2020,68,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,"cpe:2.3:a:joomla:joomla\!:3.2.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.5:*:*:*:*:*:*:*",Amsterdam,"Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-7988,11/14/2020,181,NVD,"remote,webapps",Joomla!,Joomla,Overrides,noinfo,"cpe:2.3:a:joomla:joomla\!:1.5.16:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.17:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.18:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.19:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.20:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.21:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.22:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:1.5.23:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.24:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.25:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.5.26:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.6.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.9:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.10:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.11:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.12:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.13:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.14:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.15:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.16:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.17:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.18:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.19:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.20:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.21:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.22:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.23:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.24:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.25:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.26:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.27:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.28:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.0.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.0.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.0.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.1.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:","London,Dublin,Amsterdam,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,None,Low,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-7989,11/14/2020,68,"NVD,SecurityFocus","remote,webapps",Joomla!,Joomla,Arbitrary File Upload,434,"cpe:2.3:a:joomla:joomla\!:3.2.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.2.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.3.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.5:*:*:*:*:*:*:*",Amsterdam,"Apache httpd,nginx,Microsoft IIS httpd",NVD,6.5,MEDIUM,3.6,2.8,Network,Low,Low,None,Unchanged,None,High,None,4,MEDIUM,2.9,8,Network,Low,Single,None,Partial,None
CVE-2017-8057,11/14/2020,57,NVD,"remote,webapps",Joomla!,Joomla,Information Disclosure,200,"cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.5:*:*:*:*:*:*:*",Amsterdam,"Apache httpd,nginx,Microsoft IIS httpd",NVD,5.3,MEDIUM,1.4,3.9,Network,Low,None,None,Unchanged,Low,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-8295,11/14/2020,803,Shodan.io,"remote,webapps",Wordpress,Wordpress,Unauthorised Password Reset,640,cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,None,High,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-9061,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-9062,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Improper Handling,"79,352,601","cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.6,HIGH,4,3.9,Network,Low,None,None,Changed,None,High,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-9063,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Scripting,79,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2017-9064,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Cross-Site Request Forgery,352,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.8,HIGH,5.9,2.8,Network,Low,None,Required,Unchanged,High,High,High,6.8,MEDIUM,6.4,8.6,Network,Medium,None,Partial,Partial,Partial
CVE-2017-9065,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Improper Handling,20,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,High,None,5,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
CVE-2017-9066,11/14/2020,803,NVD,"remote,webapps",Wordpress,Wordpress,Server-Side Request Forgery,918,"cpe:2.3:a:wordpress:wordpress:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,8.6,HIGH,4,3.9,Network,Low,None,None,Changed,None,High,None,5.1,MEDIUM,2.9,10,Network,Low,None,None,Partial,None
